Bits,Matrix Size,Pipelining,Parallelism,Frequency,Slack,Slack,Comb Area,Buf Area,Non-Comb Area,Total Area,Dyn Power (uW),Leakage Power (uW)
16,20,1,1,2.20000000000000000000,VIOLATED,-0.39,19924.5,1679.79,34455,54379.4,23600.5000,1129.000,
16,20,1,1,2.30000000000000000000,VIOLATED,-0.34,19910.1,1675,34460.8,54370.9,22572.000,1129.2000,
16,20,1,1,2.40000000000000000000,VIOLATED,-0.15,19976.6,1694.15,34454.2,54430.8,21637.8000,1130.6000,
16,20,1,1,2.50000000000000000000,VIOLATED,-0.05,19964.1,1686.97,34455.8,54419.9,20772.000,1130.8000,
16,20,1,20,.90000000000000000000,VIOLATED,-0.37,63866.9,3952.23,83205.1,147072,115537.000,3120.6000,
16,20,1,20,1.00000000000000000000,VIOLATED,-0.27,63866.6,3868.97,83209.1,147076,103954.000,3122.9000,
16,20,1,20,1.10000000000000000000,VIOLATED,-0.19,63397.4,3883.6,83091.5,146489,94360.3000,3099.2000,
16,20,1,20,1.20000000000000000000,VIOLATED,-0.08,63844.5,4059.43,83201.1,147046,86546.3000,3116.1000,
16,20,1,20,1.30000000000000000000,VIOLATED,-0.06,63202.9,3858.06,83155.6,146359,79846.8000,3096.2000,
16,20,1,20,1.40000000000000000000,VIOLATED,-0.03,63505.9,4004.9,83203.7,146710,74171.7000,3102.8000,
16,20,1,20,1.50000000000000000000,VIOLATED,-0.07,63309.6,3931.75,83138.8,146448,69188.7000,3096.6000,
16,20,1,20,1.60000000000000000000,VIOLATED,-0.07,62708.4,3841.31,83108.5,145817,64801.000,3077.7000,
16,20,1,20,1.70000000000000000000,MET,0,63101.6,3845.03,83136.2,146238,61033.2000,3083.6000,
16,20,1,20,1.69000000000000000000,VIOLATED,-0.02,62896.5,3897.43,83168.4,146065,61390.4000,3079.9000,
16,20,1,20,1.80000000000000000000,VIOLATED,-0.04,62921.2,3852.21,83148.9,146070,57632.4000,3084.2000,
16,20,1,20,1.90000000000000000000,VIOLATED,-0.01,62888.3,3797.42,83139.9,146028,54584.4000,3081.6000,
16,20,1,20,2.00000000000000000000,VIOLATED,-0.01,62985.1,3714.42,83088.6,146074,51857.8000,3076.5000,
16,20,1,20,2.10000000000000000000,VIOLATED,-0.43,61768.9,2720.65,83006.9,144776,49337.6000,3031.2000,
16,20,1,20,2.20000000000000000000,VIOLATED,-0.44,63127.1,3098.37,83040.9,146168,47098.2000,3056.3000,
16,20,1,20,2.30000000000000000000,VIOLATED,-0.34,63119.1,3158.75,83043.6,146163,45042.9000,3056.1000,
16,20,1,20,2.40000000000000000000,VIOLATED,-0.29,62534.2,2877.59,83024.4,145559,43133.1000,3040.8000,
16,20,1,20,2.50000000000000000000,VIOLATED,-0.12,63167.8,3070.17,83033.2,146201,41454.8000,3058.6000,
20,8,0,1,1.60000000000000000000,VIOLATED,-0.27,8559.35,619.514,9159.18,17718.5,7639.1000,369.939,
20,8,0,1,1.70000000000000000000,VIOLATED,-0.15,8534.61,589.988,9159.18,17693.8,7190.7000,369.186,
20,8,0,1,1.80000000000000000000,MET,0,8508.28,571.634,9151.2,17659.5,6790.2000,369.075,
20,8,0,1,1.79000000000000000000,VIOLATED,-0.02,8489.66,576.422,9177,17666.7,6824.4000,369.526,
20,8,0,1,1.90000000000000000000,MET,0,8312.5,483.588,9120.87,17433.4,6402.8000,361.558,
20,8,0,1,2.00000000000000000000,MET,0,8216.74,445.284,9092.94,17309.7,6063.5000,358.267,
20,8,0,1,2.10000000000000000000,MET,0,8175.51,422.94,9092.94,17268.5,5773.9000,357.36,
20,8,0,1,2.20000000000000000000,MET,0.02,8141.73,408.842,9095.07,17236.8,5510.8000,356.931,
20,8,0,1,2.30000000000000000000,MET,0.02,8113.53,393.414,9095.07,17208.6,5269.3000,356.497,
20,8,0,1,2.40000000000000000000,MET,0.05,8084.8,380.38,9092.94,17177.7,5049.5000,356.171,
20,8,0,1,2.50000000000000000000,MET,0.2,8076.03,376.656,9094.01,17170,4847.9000,356.274,
20,8,0,1,2.60000000000000000000,MET,0.19,8059,371.336,9096.14,17155.1,4661.1000,356.269,
20,8,0,8,1.60000000000000000000,VIOLATED,-0.24,28026.3,2531.52,21844.7,49871,18423.5000,1062.9000,
20,8,0,8,1.70000000000000000000,VIOLATED,-0.11,28224.2,2674.63,21841.3,50065.5,17353.000,1070.1000,
20,8,0,8,1.80000000000000000000,MET,0,27540,2285.47,21771.3,49311.3,16300.4000,1048.3000,
20,8,0,8,1.79000000000000000000,MET,0,27578.1,2304.36,21765.4,49343.5,16382.4000,1048.4000,
20,8,0,8,1.78000000000000000000,MET,0,27657.9,2304.62,21829,49486.9,16502.2000,1055.2000,
20,8,0,8,1.77000000000000000000,MET,0,27799.7,2375.91,21827.2,49626.8,16596.5000,1058.5000,
20,8,0,8,1.76000000000000000000,VIOLATED,0,27916.4,2503.86,21827.7,49744.1,16711.000,1060.9000,
20,8,0,8,1.90000000000000000000,MET,0,26886.2,2041.28,21629.5,48515.7,15365.4000,1023.5000,
20,8,0,8,2.00000000000000000000,MET,0,26608.8,1865.46,21632.7,48241.5,14588.4000,1015.5000,
20,8,0,8,2.10000000000000000000,MET,0,26422.6,1784.33,21643.4,48065.9,13887.1000,1012.4000,
20,8,0,8,2.20000000000000000000,MET,0.01,26365.9,1746.82,21625.3,47991.2,13249.1000,1010.8000,
20,8,0,8,2.30000000000000000000,MET,0.01,26324.7,1734.59,21630.6,47955.3,12673.4000,1009.4000,
20,8,0,8,2.40000000000000000000,MET,0.1,26352.4,1734.59,21624.2,47976.6,12148.7000,1010.8000,
20,8,0,8,2.50000000000000000000,MET,0.16,26274.7,1748.15,21626.3,47901,11654.000,1009.1000,
20,8,0,8,2.60000000000000000000,MET,0.25,26322.6,1758.53,21639.1,47961.7,11212.7000,1010.9000,
20,8,1,1,.90000000000000000000,VIOLATED,-0.44,8498.43,599.83,9351.5,17849.9,13898.1000,368.371,
20,8,1,1,1.00000000000000000000,VIOLATED,-0.33,8443.37,531.468,9349.1,17792.5,12510.8000,366.91,
20,8,1,1,1.10000000000000000000,VIOLATED,-0.23,8459.86,574.56,9350.43,17810.3,11379.5000,368.055,
20,8,1,1,1.20000000000000000000,VIOLATED,-0.12,8454.01,541.842,9350.96,17805,10444.1000,368.444,
20,8,1,1,1.30000000000000000000,VIOLATED,-0.08,8342.03,516.572,9341.65,17683.7,9610.7000,364.296,
20,8,1,1,1.40000000000000000000,VIOLATED,-0.02,8368.09,501.144,9339.79,17707.9,8940.5000,365.113,
20,8,1,1,1.50000000000000000000,VIOLATED,-0.05,8342.03,507.262,9339.79,17681.8,8335.4000,364.988,
20,8,1,1,1.60000000000000000000,VIOLATED,-0.04,8346.81,506.996,9338.73,17685.5,7820.8000,365.023,
20,8,1,1,1.70000000000000000000,MET,0,8295.21,457.52,9337.66,17632.9,7356.2000,364.328,
20,8,1,1,1.69000000000000000000,VIOLATED,-0.02,8324.74,489.972,9341.39,17666.1,7403.3000,365.479,
20,8,1,1,1.80000000000000000000,VIOLATED,-0.01,8310.11,467.894,9343.52,17653.6,6954.7000,365.604,
20,8,1,1,1.90000000000000000000,VIOLATED,-0.02,8287.23,476.672,9339.79,17627,6581.7000,364.921,
20,8,1,1,2.00000000000000000000,VIOLATED,-0.02,8252.65,473.746,9341.92,17594.6,6244.9000,364.02,
20,8,1,1,2.10000000000000000000,VIOLATED,0,8217.27,434.378,9340.32,17557.6,5945.6000,363.643,
20,8,1,1,2.20000000000000000000,MET,0,8144.39,399,9336.33,17480.7,5672.4000,361.504,
20,8,1,1,2.30000000000000000000,MET,0,8119.12,375.592,9336.6,17455.7,5421.4000,361.434,
20,8,1,1,2.40000000000000000000,MET,0,8099.43,374.262,9333.94,17433.4,5193.2000,360.844,
20,8,1,1,2.50000000000000000000,MET,0,8075.23,379.848,9337.66,17412.9,4983.1000,360.844,
20,8,1,8,.90000000000000000000,VIOLATED,-0.48,27063.4,1885.94,23546.1,50609.4,34750.7000,1064.3000,
20,8,1,8,1.00000000000000000000,VIOLATED,-0.37,27139.2,1981.17,23518.7,50657.8,31259.8000,1063.4000,
20,8,1,8,1.10000000000000000000,VIOLATED,-0.27,27158.1,2009.1,23583.3,50741.4,28438.5000,1067.4000,
20,8,1,8,1.20000000000000000000,VIOLATED,-0.17,27063.1,1930.1,23530.1,50593.2,26039.1000,1061.3000,
20,8,1,8,1.30000000000000000000,VIOLATED,-0.08,27088.9,2037.29,23539.7,50628.6,24039.3000,1060.6000,
20,8,1,8,1.40000000000000000000,VIOLATED,-0.03,27209.1,2028.78,23545.3,50754.4,22335.5000,1065.3000,
20,8,1,8,1.50000000000000000000,VIOLATED,-0.05,27239.2,2092.89,23538.9,50778.1,20844.7000,1064.8000,
20,8,1,8,1.60000000000000000000,VIOLATED,-0.05,26942.3,2000.32,23527.4,50469.8,19520.1000,1056.7000,
20,8,1,8,1.70000000000000000000,VIOLATED,0,27251.7,2041.82,23555.1,50806.8,18395.8000,1066.6000,
20,8,1,8,1.80000000000000000000,VIOLATED,-0.05,26899,1950.58,23529.3,50428.3,17330.1000,1055.5000,
20,8,1,8,1.90000000000000000000,VIOLATED,-0.04,26938.9,1967.34,23528,50466.8,16445.1000,1056.3000,
20,8,1,8,2.00000000000000000000,VIOLATED,-0.07,26634.6,1892.86,23494.7,50129.3,15598.2000,1045.1000,
20,8,1,8,2.10000000000000000000,VIOLATED,0,26809.3,1952.97,23537.8,50347.1,14857.3000,1051.000,
20,8,1,8,2.20000000000000000000,VIOLATED,-0.06,26369.1,1828.48,23502.4,49871.5,14159.000,1037.3000,
20,8,1,8,2.30000000000000000000,MET,0,26538,1766.77,23495.2,50033.3,13561.8000,1041.1000,
20,8,1,8,2.29000000000000000000,MET,0,26555,1761.19,23482.5,50037.5,13619.000,1041.8000,
20,8,1,8,2.28000000000000000000,MET,0,26788.3,1853.49,23508.3,50296.6,13695.3000,1049.6000,
20,8,1,8,2.27000000000000000000,VIOLATED,-0.03,26714.1,1828.48,23497.4,50211.5,13747.5000,1048.2000,
20,8,1,8,2.40000000000000000000,MET,0,26522.9,1718.36,23483.8,50006.7,12996.4000,1039.8000,
20,8,1,8,2.50000000000000000000,MET,0,26417.8,1693.89,23466.5,49884.3,12472.2000,1035.3000,
20,8,1,8,2.60000000000000000000,VIOLATED,-0.69,26474.7,1407.67,23480.4,49955.1,11992.3000,1026.4000,
20,8,1,8,2.70000000000000000000,VIOLATED,-0.57,26490.4,1415.12,23479.3,49969.7,11546.2000,1025.5000,
20,8,1,8,2.80000000000000000000,VIOLATED,-0.45,26576.1,1449.97,23460.4,50036.5,11137.2000,1028.000,
20,8,1,8,2.90000000000000000000,VIOLATED,-0.36,26497.3,1452.89,23463.9,49961.2,10745.8000,1024.3000,
20,8,1,8,3.00000000000000000000,VIOLATED,-0.19,26804.3,1508.22,23471.3,50275.6,10411.8000,1035.1000,
20,8,1,8,3.10000000000000000000,VIOLATED,-0.06,27064.4,1587.75,23467.8,50532.3,10085.6000,1042.000,
20,12,0,1,1.60000000000000000000,VIOLATED,-0.23,11539.9,941.374,17495.1,29035,15248.000,595.257,
20,12,0,1,1.70000000000000000000,VIOLATED,-0.1,11433.2,910.784,17496.9,28930.2,14334.4000,592.144,
20,12,0,1,1.80000000000000000000,MET,0,11385.9,901.208,17478.6,28864.5,13524.3000,589.802,
20,12,0,1,1.79000000000000000000,MET,0,11412.7,916.636,17477,28889.7,13606.4000,590.695,
20,12,0,1,1.78000000000000000000,VIOLATED,-0.01,11423.1,920.892,17478.9,28902,13686.9000,591.073,
20,12,0,1,1.90000000000000000000,MET,0,11267.2,886.844,17468.8,28736,12793.5000,585.946,
20,12,0,1,2.00000000000000000000,MET,0,11246.7,867.692,17457.6,28704.3,12132.4000,585.553,
20,12,0,1,2.10000000000000000000,MET,0,11260.3,876.47,17440.6,28700.9,11571.8000,585.921,
20,12,0,1,2.20000000000000000000,MET,0.01,11242,871.15,17440.6,28682.5,11046.1000,585.505,
20,12,0,1,2.30000000000000000000,MET,0.02,11176.3,875.14,17441.6,28617.9,10558.8000,583.556,
20,12,0,1,2.40000000000000000000,MET,0.08,11239.6,883.652,17440.6,28680.1,10126.7000,585.817,
20,12,0,1,2.50000000000000000000,MET,0.18,11242,898.282,17442.7,28684.6,9721.3000,586.33,
20,12,0,1,2.60000000000000000000,MET,0.28,11242.2,909.986,17442.7,28684.9,9347.6000,586.671,
20,12,0,12,1.60000000000000000000,VIOLATED,-0.22,46344.9,6649.73,41756.1,88101.1,31025.2000,1744.3000,
20,12,0,12,1.70000000000000000000,VIOLATED,-0.12,46349.2,6675.27,41748.7,88097.9,29187.5000,1743.8000,
20,12,0,12,1.80000000000000000000,MET,0,45154.6,6189.29,41595,86749.5,27435.000,1701.1000,
20,12,0,12,1.79000000000000000000,MET,0,45326.7,6140.61,41668.9,86995.6,27619.2000,1710.6000,
20,12,0,12,1.78000000000000000000,MET,0,45543.5,6308.72,41650.3,87193.7,27789.3000,1713.7000,
20,12,0,12,1.77000000000000000000,VIOLATED,-0.01,45634.2,6385.86,41722.1,87356.3,27962.5000,1721.3000,
20,12,0,12,1.90000000000000000000,MET,0,44322.5,5810.5,41431.9,85754.4,25902.6000,1672.8000,
20,12,0,12,2.00000000000000000000,MET,0,43869.5,5512.58,41414.9,85284.4,24578.8000,1661.6000,
20,12,0,12,2.10000000000000000000,MET,0,43618.1,5419.75,41417,85035.1,23381.7000,1659.9000,
20,12,0,12,2.20000000000000000000,MET,0.01,43541,5377.19,41401,84942,22310.4000,1660.6000,
20,12,0,12,2.30000000000000000000,MET,0.01,43479,5334.9,41391.5,84870.5,21322.8000,1662.8000,
20,12,0,12,2.40000000000000000000,MET,0.1,43431.2,5347.93,41395.7,84826.9,20421.6000,1667.8000,
20,12,0,12,2.50000000000000000000,MET,0.16,43409.1,5356.97,41396.8,84805.9,19591.3000,1671.5000,
20,12,0,12,2.60000000000000000000,MET,0.21,43378,5360.17,41411.7,84789.6,18831.9000,1676.9000,
20,12,1,1,.90000000000000000000,VIOLATED,-0.43,11448.4,916.104,17695.6,29144,27328.2000,595.961,
20,12,1,1,1.00000000000000000000,VIOLATED,-0.33,11460.3,936.852,17687.1,29147.5,24621.3000,595.401,
20,12,1,1,1.10000000000000000000,VIOLATED,-0.24,11349.7,849.87,17689.8,29039.5,22384.5000,592.989,
20,12,1,1,1.20000000000000000000,VIOLATED,-0.13,11333.5,839.23,17687.7,29021.1,20512.5000,591.967,
20,12,1,1,1.30000000000000000000,VIOLATED,-0.06,11293,869.022,17682.3,28975.4,18917.6000,589.858,
20,12,1,1,1.40000000000000000000,VIOLATED,-0.02,11288.5,862.106,17683.9,28972.5,17569.5000,589.767,
20,12,1,1,1.50000000000000000000,VIOLATED,-0.03,11321.8,864.234,17680.2,29002,16408.4000,590.825,
20,12,1,1,1.60000000000000000000,MET,0,11373.4,880.726,17683.9,29057.3,15397.6000,592.396,
20,12,1,1,1.59000000000000000000,VIOLATED,-0.01,11305.3,886.312,17682.3,28987.6,15478.1000,590.47,
20,12,1,1,1.70000000000000000000,VIOLATED,-0.01,11277.3,862.904,17678.9,28956.2,14472.1000,589.385,
20,12,1,1,1.80000000000000000000,MET,0,11340.6,903.07,17683.9,29024.6,13681.4000,592.037,
20,12,1,1,1.90000000000000000000,VIOLATED,0,11301.8,877.534,17679.7,28981.5,12954.5000,591.142,
20,12,1,1,2.00000000000000000000,VIOLATED,-0.05,11202.9,873.278,17676.5,28879.4,12289.4000,587.857,
20,12,1,1,2.10000000000000000000,VIOLATED,-0.01,11233.4,900.144,17678.1,28911.5,11705.6000,588.757,
20,12,1,1,2.20000000000000000000,VIOLATED,-0.01,11286.6,939.246,17681.6,28968.2,11177.9000,590.812,
20,12,1,1,2.30000000000000000000,MET,0,11233.2,898.548,17670.1,28903.3,10689.6000,589.218,
20,12,1,1,2.40000000000000000000,MET,0,11223.1,916.902,17671.2,28894.2,10242.3000,589.027,
20,12,1,12,.90000000000000000000,VIOLATED,-0.49,44370.1,5458.32,44182.1,88552.2,58652.5000,1721.7000,
20,12,1,12,1.00000000000000000000,VIOLATED,-0.38,44435.6,5677.5,44193,88628.5,52770.1000,1721.3000,
20,12,1,12,1.10000000000000000000,VIOLATED,-0.28,44459.2,5566.32,44218.8,88678,47973.8000,1723.5000,
20,12,1,12,1.20000000000000000000,VIOLATED,-0.19,44226.2,5495.83,44176.5,88402.7,43939.4000,1716.5000,
20,12,1,12,1.30000000000000000000,VIOLATED,-0.09,44572,5815.03,44247.8,88819.8,40572.4000,1724.4000,
20,12,1,12,1.40000000000000000000,VIOLATED,-0.04,44447.3,5810.5,44282.1,88729.4,37641.8000,1720.7000,
20,12,1,12,1.50000000000000000000,VIOLATED,-0.06,44492.8,5714.21,44266.4,88759.1,35127.000,1723.5000,
20,12,1,12,1.60000000000000000000,VIOLATED,-0.04,44897.3,5656.76,44255,89152.3,32955.4000,1734.8000,
20,12,1,12,1.70000000000000000000,VIOLATED,-0.02,44613.8,5624.3,44262.4,88876.2,30998.3000,1727.9000,
20,12,1,12,1.80000000000000000000,VIOLATED,-0.05,44291.7,5594.25,44252.6,88544.2,29243.9000,1719.7000,
20,12,1,12,1.90000000000000000000,VIOLATED,-0.03,44450.7,5663.14,44258.1,88708.9,27703.5000,1728.5000,
20,12,1,12,2.00000000000000000000,VIOLATED,-0.04,44165,5528.54,44256.5,88421.6,26278.6000,1719.000,
20,12,1,12,2.10000000000000000000,VIOLATED,-0.03,43904.9,5520.56,44234.2,88139.1,25004.8000,1716.3000,
20,12,1,12,2.20000000000000000000,VIOLATED,-0.01,44071.4,5599.3,44239.3,88310.7,23862.8000,1723.9000,
20,12,1,12,2.30000000000000000000,MET,0,43730.4,5393.95,44186.3,87916.7,22788.5000,1713.7000,
20,12,1,12,2.29000000000000000000,MET,0,43766.8,5411.5,44207.9,87974.7,22890.2000,1717.3000,
20,12,1,12,2.28000000000000000000,VIOLATED,0,44123,5593.71,44235.5,88358.5,23015.9000,1728.6000,
20,12,1,12,2.40000000000000000000,VIOLATED,-0.01,43732.8,5368.41,44174.1,87906.9,21828.000,1719.7000,
20,12,1,12,2.50000000000000000000,MET,0,43484.4,5206.42,44144.3,87628.6,20933.3000,1719.4000,
20,12,1,12,2.60000000000000000000,VIOLATED,-0.71,43557.5,4867.8,44132.3,87689.8,19810.3000,1702.5000,
20,12,1,12,2.70000000000000000000,VIOLATED,-0.57,43823.8,4885.62,44157.6,87981.4,19094.1000,1711.4000,
20,12,1,12,2.80000000000000000000,VIOLATED,-0.48,43655.4,4904.24,44140.6,87796,18400.7000,1705.7000,
20,12,1,12,2.90000000000000000000,VIOLATED,-0.37,43600.9,4918.61,44140,87740.9,17765.6000,1702.5000,
20,12,1,12,3.00000000000000000000,VIOLATED,-0.26,43707.8,4882.7,44147.8,87855.5,17177.5000,1708.3000,
20,12,1,12,3.10000000000000000000,VIOLATED,-0.08,44223.8,4998.67,44139.5,88363.3,16650.3000,1724.4000,
20,16,0,1,1.60000000000000000000,VIOLATED,-0.27,23120.2,1085.01,28758.3,51878.5,27834.1000,1077.9000,
20,16,0,1,1.70000000000000000000,VIOLATED,-0.12,23093.6,1084.75,28773.5,51867.1,26192.1000,1078.4000,
20,16,0,1,1.80000000000000000000,VIOLATED,-0.03,23090.9,1104.7,28739.4,51830.4,24731.6000,1076.6000,
20,16,0,1,1.90000000000000000000,MET,0,22865.4,969.57,28697.4,51562.8,23416.3000,1069.1000,
20,16,0,1,1.89000000000000000000,MET,0,22889.6,977.018,28700.6,51590.2,23543.9000,1069.9000,
20,16,0,1,1.88000000000000000000,MET,0,22892.2,980.21,28700.3,51592.6,23670.1000,1070.00,
20,16,0,1,1.87000000000000000000,MET,0,22950.2,1008.94,28687.8,51638,23801.3000,1070.5000,
20,16,0,1,1.86000000000000000000,MET,0,22952.6,1004.15,28687.8,51640.4,23927.000,1070.3000,
20,16,0,1,1.85000000000000000000,MET,0,22956.3,997.5,28691,51647.4,24063.7000,1070.9000,
20,16,0,1,1.84000000000000000000,MET,0,22978.7,1013.73,28741.6,51720.2,24193.6000,1075.000,
20,16,0,1,1.83000000000000000000,MET,0,23039.9,1063.47,28769,51808.8,24329.6000,1077.6000,
20,16,0,1,1.82000000000000000000,MET,0,23016.4,995.372,28714.2,51730.6,24465.000,1073.7000,
20,16,0,1,1.81000000000000000000,VIOLATED,-0.01,23093.3,1100.18,28758.9,51852.2,24600.9000,1077.7000,
20,16,0,1,2.00000000000000000000,MET,0,22756.6,917.434,28674.3,51430.8,22233.1000,1065.9000,
20,16,0,1,2.10000000000000000000,MET,0,22706.6,883.12,28655.1,51361.7,21169.8000,1064.6000,
20,16,0,1,2.20000000000000000000,MET,0,22639,856.52,28655.1,51294.1,20203.5000,1063.9000,
20,16,0,1,2.30000000000000000000,MET,0.02,22599.4,837.9,28659.4,51258.7,19326.5000,1063.7000,
20,16,0,1,2.40000000000000000000,MET,0.03,22557.9,813.694,28655.1,51213,18520.7000,1063.5000,
20,16,0,1,2.50000000000000000000,MET,0.17,22545.6,806.512,28657.2,51202.9,17781.000,1063.5000,
20,16,0,1,2.60000000000000000000,MET,0.17,22505.5,787.36,28655.1,51160.6,17096.5000,1063.4000,
20,16,0,1,2.70000000000000000000,MET,0.33,22468.8,769.804,28657.2,51126,16463.9000,1063.4000,
20,16,0,16,1.60000000000000000000,VIOLATED,-0.22,73605.4,5545.83,67689.8,141295,52670.3000,2974.8000,
20,16,0,16,1.70000000000000000000,VIOLATED,-0.12,73679.1,5710.22,67670.7,141350,49584.3000,2975.6000,
20,16,0,16,1.80000000000000000000,MET,0,72120,4874.72,67551.8,139672,46594.5000,2922.1000,
20,16,0,16,1.79000000000000000000,MET,0,72420.4,5058.79,67514.8,139935,46882.5000,2925.6000,
20,16,0,16,1.78000000000000000000,VIOLATED,0,72627.8,5279.04,67524.9,140153,47172.9000,2932.000,
20,16,0,16,1.90000000000000000000,MET,0,70916.7,4436.88,67242.7,138159,43970.2000,2875.6000,
20,16,0,16,2.00000000000000000000,MET,0,70248.7,4026.44,67213.7,137462,41727.000,2856.000,
20,16,0,16,2.10000000000000000000,MET,0,70012.5,3925.63,67255.2,137268,39728.5000,2850.5000,
20,16,0,16,2.20000000000000000000,MET,0,69823.9,3827.21,67208.4,137032,37896.8000,2844.8000,
20,16,0,16,2.30000000000000000000,MET,0,69827.9,3802.2,67202,137030,36255.3000,2843.8000,
20,16,0,16,2.40000000000000000000,MET,0.1,69722.1,3801.41,67212.6,136935,34732.7000,2841.7000,
20,16,0,16,2.50000000000000000000,MET,0.15,69739.9,3822.42,67212.6,136952,33338.6000,2842.1000,
20,16,0,16,2.60000000000000000000,MET,0.29,69613.5,3781.99,67279.6,136893,32064.1000,2839.7000,
20,16,1,1,.90000000000000000000,VIOLATED,-0.45,23425.8,1396.23,28916.1,52341.9,49802.3000,1083.000,
20,16,1,1,1.00000000000000000000,VIOLATED,-0.33,23326.3,1298.35,28906,52232.3,44818.9000,1080.5000,
20,16,1,1,1.10000000000000000000,VIOLATED,-0.24,23156.4,1158.7,28913.7,52070,40720.8000,1077.000,
20,16,1,1,1.20000000000000000000,VIOLATED,-0.12,23147.1,1111.08,28908.3,52055.4,37342.1000,1076.7000,
20,16,1,1,1.30000000000000000000,VIOLATED,-0.1,22978.7,1057.35,28897.4,51876.1,34445.5000,1071.8000,
20,16,1,1,1.40000000000000000000,VIOLATED,-0.04,22889.8,964.25,28901.2,51791,31984.9000,1069.9000,
20,16,1,1,1.50000000000000000000,VIOLATED,-0.04,22958.7,1007.61,28903.6,51862.3,29860.3000,1072.4000,
20,16,1,1,1.60000000000000000000,VIOLATED,-0.02,22948.6,995.372,28904.6,51853.2,28001.8000,1072.8000,
20,16,1,1,1.70000000000000000000,VIOLATED,-0.01,22954.5,1015.06,28906,51860.4,26357.2000,1074.8000,
20,16,1,1,1.80000000000000000000,MET,0,22831,915.04,28901.7,51732.7,24893.9000,1072.000,
20,16,1,1,1.79000000000000000000,VIOLATED,-0.01,22886.4,929.67,28901.2,51787.5,25039.4000,1073.7000,
20,16,1,1,1.90000000000000000000,VIOLATED,-0.01,22797.8,912.646,28903.3,51701.1,23578.000,1072.000,
20,16,1,1,2.00000000000000000000,VIOLATED,-0.01,22782.4,927.808,28901.4,51683.8,22395.3000,1072.000,
20,16,1,1,2.10000000000000000000,VIOLATED,0,22744.3,920.626,28902,51646.3,21323.000,1071.9000,
20,16,1,1,2.20000000000000000000,VIOLATED,-0.01,22706.6,895.622,28896.6,51603.2,20356.3000,1071.6000,
20,16,1,1,2.30000000000000000000,MET,0,22587.7,814.226,28897.2,51484.8,19461.6000,1068.9000,
20,16,1,1,2.40000000000000000000,VIOLATED,-0.02,22660.3,889.504,28898.2,51558.5,18654.9000,1071.8000,
20,16,1,1,2.50000000000000000000,VIOLATED,0,22541.4,788.956,28891.9,51433.2,17906.7000,1069.2000,
20,16,1,1,2.60000000000000000000,VIOLATED,-0.54,22591.1,774.592,28895.6,51486.7,17207.6000,1069.2000,
20,16,1,16,.90000000000000000000,VIOLATED,-0.47,71386.4,4005.69,71026.5,142413,97750.00,2960.9000,
20,16,1,16,1.00000000000000000000,VIOLATED,-0.38,71060.6,4042.93,71021.5,142082,87941.8000,2950.4000,
20,16,1,16,1.10000000000000000000,VIOLATED,-0.29,70894.9,3956.75,71009.8,141905,79913.5000,2945.5000,
20,16,1,16,1.20000000000000000000,VIOLATED,-0.17,71076.5,4007.56,71007.1,142084,73269.6000,2948.5000,
20,16,1,16,1.30000000000000000000,VIOLATED,-0.12,70390,4049.85,70930.2,141320,67482.9000,2923.3000,
20,16,1,16,1.40000000000000000000,VIOLATED,-0.07,70379.1,3922.7,70970.9,141350,62658.000,2923.9000,
20,16,1,16,1.50000000000000000000,VIOLATED,-0.09,70573.3,3980.69,71010.6,141584,58494.000,2930.4000,
20,16,1,16,1.60000000000000000000,VIOLATED,-0.03,71672.4,4188.7,71035.6,142708,54980.7000,2960.6000,
20,16,1,16,1.70000000000000000000,VIOLATED,-0.02,71254.8,4286.86,71025.2,142280,51689.000,2948.4000,
20,16,1,16,1.80000000000000000000,VIOLATED,-0.05,70931,4281.27,71023.9,141955,48775.2000,2937.3000,
20,16,1,16,1.90000000000000000000,VIOLATED,-0.02,71049.9,4181.52,71046.2,142096,46227.9000,2940.6000,
20,16,1,16,2.00000000000000000000,VIOLATED,-0.06,70401.2,4149.87,70993.8,141395,43831.000,2917.5000,
20,16,1,16,2.10000000000000000000,VIOLATED,-0.02,70211,3970.85,70954.7,141166,41723.5000,2907.8000,
20,16,1,16,2.20000000000000000000,VIOLATED,-0.02,70475.6,4110.23,70976.5,141452,39828.1000,2915.9000,
20,16,1,16,2.30000000000000000000,MET,0,70174.8,3820.82,70928.1,141103,38060.00,2904.9000,
20,16,1,16,2.29000000000000000000,MET,0,70248.2,3963.67,70966.1,141214,38235.2000,2908.5000,
20,16,1,16,2.28000000000000000000,VIOLATED,-0.03,70243.4,4030.96,70957.9,141201,38401.1000,2908.4000,
20,16,1,16,2.40000000000000000000,VIOLATED,0,70336.8,3947.71,70929.4,141266,36482.5000,2909.3000,
20,16,1,16,2.50000000000000000000,MET,0,69723.7,3640.21,70875.7,140599,34974.7000,2886.5000,
20,16,1,16,2.60000000000000000000,VIOLATED,-0.73,69638,3078.15,70875.4,140513,33543.6000,2859.000,
20,16,1,16,2.70000000000000000000,VIOLATED,-0.62,69613,3130.82,70877.3,140490,32296.5000,2857.000,
20,16,1,16,2.80000000000000000000,VIOLATED,-0.58,69207.1,2642.18,70864,140071,31148.000,2849.7000,
20,16,1,16,2.90000000000000000000,VIOLATED,-0.38,69884.6,3143.85,70870.9,140755,30098.6000,2863.9000,
